"","pmfile","meanvalue","nrows"
"266","Datafiles/specdata/266.csv",1.0175036036036,3652
"267","Datafiles/specdata/267.csv",0.897975305623472,3287
"268","Datafiles/specdata/268.csv",0.84206993006993,3652
"269","Datafiles/specdata/269.csv",1.23285492227979,1461
"270","Datafiles/specdata/270.csv",1.16725907990315,1826
"271","Datafiles/specdata/271.csv",1.50036580516899,2191
"272","Datafiles/specdata/272.csv",0.957901556420233,2191
"273","Datafiles/specdata/273.csv",1.31815813953488,2191
"274","Datafiles/specdata/274.csv",0.188775,1826
"275","Datafiles/specdata/275.csv",NA,3287
"276","Datafiles/specdata/276.csv",NA,1826
"277","Datafiles/specdata/277.csv",1.03685185185185,4018
"278","Datafiles/specdata/278.csv",NA,1461
"279","Datafiles/specdata/279.csv",0.532343636363636,3652
"280","Datafiles/specdata/280.csv",1.85553333333333,2557
"281","Datafiles/specdata/281.csv",0.327240740740741,2192
"282","Datafiles/specdata/282.csv",0.599040217391304,2557
"283","Datafiles/specdata/283.csv",0.507372222222222,2192
"284","Datafiles/specdata/284.csv",0.666295402298851,2192
"285","Datafiles/specdata/285.csv",0.586289156626506,731
"286","Datafiles/specdata/286.csv",NA,1461
"287","Datafiles/specdata/287.csv",0.796226654411765,4018
"288","Datafiles/specdata/288.csv",0.419860975609756,2556
"289","Datafiles/specdata/289.csv",NA,1461
"290","Datafiles/specdata/290.csv",0.547876923076923,2192
"291","Datafiles/specdata/291.csv",NA,1461
"292","Datafiles/specdata/292.csv",NA,1096
"293","Datafiles/specdata/293.csv",NA,1096
"294","Datafiles/specdata/294.csv",NA,1826
"295","Datafiles/specdata/295.csv",0.407397333333333,731
"296","Datafiles/specdata/296.csv",0.913571428571429,3652
"297","Datafiles/specdata/297.csv",0.3853,1826
"298","Datafiles/specdata/298.csv",3.95524285714286,1095
"299","Datafiles/specdata/299.csv",2.63832764705882,2922
"300","Datafiles/specdata/300.csv",2.91511015463918,4018
"301","Datafiles/specdata/301.csv",2.79452613390929,3652
"302","Datafiles/specdata/302.csv",1.18043824451411,3652
"303","Datafiles/specdata/303.csv",0.964547781569966,2557
"304","Datafiles/specdata/304.csv",1.72426715328467,1096
"305","Datafiles/specdata/305.csv",1.19512925925926,2191
"306","Datafiles/specdata/306.csv",1.11290083333333,1095
"307","Datafiles/specdata/307.csv",1.04027683615819,1461
"308","Datafiles/specdata/308.csv",0.636588235294118,1096
"309","Datafiles/specdata/309.csv",0.823433789954338,1826
"310","Datafiles/specdata/310.csv",0.87294170212766,1827
"311","Datafiles/specdata/311.csv",1.07979104477612,730
"312","Datafiles/specdata/312.csv",1.07283027522936,1826
"313","Datafiles/specdata/313.csv",0.935584986595174,3287
"314","Datafiles/specdata/314.csv",0.788931263858093,4018
"315","Datafiles/specdata/315.csv",0.7662265625,1826
"316","Datafiles/specdata/316.csv",0.656278481012658,1096
"317","Datafiles/specdata/317.csv",0.542863265306122,730
"318","Datafiles/specdata/318.csv",0.875268292682927,1826
"319","Datafiles/specdata/319.csv",2.32062833333333,1461
"320","Datafiles/specdata/320.csv",0.53727334384858,2922
"321","Datafiles/specdata/321.csv",1.02915536723164,2922
"322","Datafiles/specdata/322.csv",0.885504620462046,2192
"323","Datafiles/specdata/323.csv",1.61058823529412,730
"324","Datafiles/specdata/324.csv",2.81821621621622,730
"325","Datafiles/specdata/325.csv",2.74634304556355,3287
"326","Datafiles/specdata/326.csv",2.56081559633028,1826
"327","Datafiles/specdata/327.csv",2.34306707317073,1461
"328","Datafiles/specdata/328.csv",2.81655425963489,4018
"329","Datafiles/specdata/329.csv",1.66466725274725,3652
"330","Datafiles/specdata/330.csv",2.74316651982379,3287
"331","Datafiles/specdata/331.csv",0.378403846153846,2191
"332","Datafiles/specdata/332.csv",0.181944444444444,731
